data,obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
2017-02-28,7,25.2,21.2,28.33,33.2,34.0,8.000000000000004,12.8,51.0,68.33,82.0,0.0,1007.2,27.33,2.53
2017-12-01,8,19.5,18.1,22.63,26.0,26.6,6.5,8.5,59.0,70.67,79.0,0.0,1013.33,12.33,3.37
2017-12-02,4,20.7,18.6,25.8,31.2,31.4,10.5,12.799999999999997,48.0,65.33,81.0,0.0,1012.73,13.67,2.87
2017-12-03,4,22.4,20.7,24.67,28.2,28.6,5.800000000000001,7.900000000000002,55.0,68.67,79.0,0.0,1009.6,18.33,1.9
2017-12-04,7,21.2,19.2,22.5,24.4,24.6,3.1999999999999993,5.400000000000002,74.0,85.0,91.0,2.5999999999999996,1011.6,18.33,2.03
2017-12-05,9,19.4,18.1,22.0,24.8,25.0,5.400000000000002,6.899999999999999,70.0,81.0,92.0,3.6,1016.8,14.0,3.67
2017-12-06,7,20.9,20.0,26.23,31.0,31.8,10.100000000000001,11.8,60.0,72.0,89.0,0.0,1012.9,12.33,2.43
2017-12-07,8,22.8,20.6,25.13,28.2,28.4,5.399999999999999,7.799999999999997,68.0,79.67,88.0,79.9,1008.07,13.67,2.43
2017-12-08,5,23.2,19.8,26.0,29.4,29.6,6.199999999999999,9.8,51.0,70.0,87.0,0.0,1008.6,16.67,1.4
2017-12-09,4,21.8,17.9,25.53,31.7,31.9,9.899999999999999,14.0,43.0,64.67,79.0,0.0,1009.5,21.0,1.33
2017-12-10,5,23.6,19.4,27.1,33.4,34.6,9.799999999999997,15.200000000000003,39.0,62.67,80.0,0.0,1004.33,22.67,2.3
2017-12-11,6,23.5,18.6,24.23,25.5,25.8,2.0,7.199999999999999,49.0,61.33,73.0,0.7,1009.87,18.0,3.57
2017-12-12,9,19.2,14.7,22.67,26.0,26.4,6.800000000000001,11.7,50.0,56.0,65.0,0.0,1015.97,16.33,2.33
2017-12-13,3,20.0,17.1,26.6,34.4,34.6,14.399999999999999,17.5,42.0,56.0,69.0,0.0,1013.43,12.33,2.47
2017-12-14,7,25.2,21.2,28.57,32.6,33.8,7.400000000000002,12.599999999999998,54.0,62.33,73.0,0.0,1011.53,13.67,1.7
2017-12-15,7,25.6,20.3,28.5,33.2,33.2,7.600000000000001,12.900000000000002,47.0,64.0,74.0,0.0,1012.07,24.33,2.1
2017-12-16,9,24.6,21.8,29.13,35.6,36.2,11.0,14.400000000000002,42.0,61.0,73.0,0.0,1009.6,21.0,1.67
2017-12-17,5,23.1,22.9,27.37,30.8,35.0,7.699999999999999,12.100000000000001,59.0,75.33,92.0,7.3,1008.23,22.67,1.73
2017-12-18,3,21.0,18.1,22.03,23.7,23.9,2.6999999999999993,5.799999999999997,56.0,70.33,88.0,1.2,1019.33,17.0,4.3
2017-12-19,10,19.6,18.5,23.13,27.4,28.8,7.799999999999997,10.3,66.0,70.67,77.0,0.0,1017.73,14.0,2.57
2017-12-20,5,22.4,21.0,24.53,26.8,28.0,4.400000000000002,7.0,78.0,82.33,86.0,0.2,1013.37,21.33,2.4
2017-12-21,7,23.6,21.0,25.97,30.1,31.6,6.5,10.600000000000001,61.0,76.67,85.0,0.0,1011.17,12.33,1.77
2017-12-22,8,24.6,21.0,29.0,34.0,34.2,9.399999999999999,13.200000000000003,50.0,65.33,79.0,0.0,1009.63,13.67,2.37
2017-12-23,8,26.0,21.6,27.47,29.8,31.1,3.8000000000000007,9.5,65.0,75.67,85.0,1.4,1004.6,22.67,2.47
2017-12-24,5,21.8,20.0,22.93,24.2,25.0,2.3999999999999986,5.0,65.0,82.0,98.0,39.9,1009.6,16.67,3.07
2017-12-25,3,20.2,16.3,23.17,26.3,26.8,6.100000000000001,10.5,48.0,62.0,83.0,0.2,1014.7,14.0,2.3
2017-12-26,8,20.3,16.3,25.3,31.6,31.8,11.3,15.5,46.0,62.33,75.0,0.0,1013.23,10.67,2.03
2017-12-27,5,23.2,20.2,27.67,33.6,33.8,10.400000000000002,13.599999999999998,53.0,72.33,83.0,0.0,1012.2,18.33,2.57
2017-12-28,5,25.1,21.0,27.83,32.3,33.4,7.199999999999996,12.399999999999999,61.0,71.33,79.0,0.0,1012.2,16.67,1.97
2017-12-29,5,24.4,22.2,26.23,28.1,30.5,3.700000000000003,8.3,75.0,78.33,82.0,16.5,1010.1,11.0,2.53
2017-12-30,2,23.3,20.7,27.0,30.2,31.4,6.899999999999999,10.7,58.0,72.67,88.0,0.0,1007.87,12.33,2.17
2017-12-31,5,24.2,20.2,27.93,32.2,33.2,8.000000000000004,13.000000000000004,55.0,65.0,74.0,0.0,1007.07,18.33,2.27
2018-01-01,6,24.2,20.8,27.43,30.7,31.4,6.5,10.599999999999998,62.0,71.0,81.0,13.8,1007.0,17.0,2.17
2018-01-02,5,24.0,21.4,24.2,24.6,28.1,0.6000000000000014,6.700000000000003,86.0,89.33,94.0,8.6,1004.07,17.0,2.37
2018-01-03,4,23.0,19.9,25.47,30.4,30.6,7.399999999999999,10.700000000000003,45.0,69.67,83.0,0.5,1006.4,26.33,1.93
2018-01-04,10,24.7,18.4,27.83,33.2,34.0,8.500000000000004,15.600000000000001,36.0,55.67,68.0,0.0,1010.63,28.67,1.87
2018-01-05,3,27.2,21.0,30.2,35.4,36.0,8.2,15.0,39.0,46.67,51.0,0.0,1010.17,24.33,2.23
2018-01-06,6,23.0,22.0,26.43,29.3,29.8,6.300000000000001,7.800000000000001,57.0,62.33,69.0,0.1,1012.17,16.67,2.3
2018-01-07,3,22.2,15.9,24.93,28.2,28.4,6.0,12.499999999999998,45.0,57.0,70.0,0.0,1017.43,15.33,2.7
2018-01-08,13,21.7,18.1,24.77,27.8,29.6,6.100000000000001,11.5,54.0,60.33,65.0,0.0,1019.27,14.0,2.7
2018-01-09,3,22.2,18.1,25.93,30.0,30.6,7.800000000000001,12.5,58.0,64.67,73.0,0.0,1020.4,12.33,3.13
2018-01-10,3,23.6,21.9,25.13,27.8,32.9,4.199999999999999,11.0,66.0,80.67,90.0,14.2,1018.13,21.0,2.47
2018-01-11,2,23.5,21.8,26.07,28.4,31.1,4.899999999999999,9.3,70.0,74.0,80.0,19.900000000000002,1015.6,12.33,3.03
2018-01-12,3,24.2,22.0,24.87,26.2,30.5,2.0,8.5,84.0,84.33,85.0,0.8,1011.87,16.67,1.7
2018-01-13,8,23.8,22.2,27.87,32.6,32.8,8.8,10.599999999999998,59.0,71.33,82.0,0.0,1007.73,15.33,2.13
2018-01-14,5,25.2,22.6,27.53,31.2,32.4,6.0,9.799999999999997,63.0,73.67,81.0,0.0,1006.63,25.67,1.7
2018-01-15,8,24.2,24.0,26.17,27.4,29.8,3.1999999999999993,5.800000000000001,79.0,85.67,95.0,18.799999999999997,1006.53,26.0,2.57
2018-01-16,6,24.4,22.2,25.97,26.8,28.7,2.400000000000002,6.5,70.0,76.0,86.0,0.8,1013.7,15.33,2.27
2018-01-17,5,23.7,21.4,26.7,30.2,30.7,6.5,9.3,66.0,74.33,80.0,0.0,1013.73,12.33,2.57
2018-01-18,4,25.2,23.4,28.1,32.4,32.9,7.199999999999999,9.5,59.0,75.67,87.0,0.0,1009.33,24.33,2.73
2018-01-19,4,24.0,20.6,26.83,31.3,31.7,7.300000000000001,11.099999999999998,47.0,66.0,78.0,7.6,1014.03,13.67,0.97
2018-01-20,4,24.8,17.9,28.0,33.2,33.6,8.400000000000002,15.700000000000003,40.0,55.67,70.0,0.0,1013.97,13.67,1.83
2018-01-21,5,21.9,21.0,23.1,24.4,24.8,2.5,3.8000000000000007,71.0,82.67,92.0,9.5,1012.4,14.0,1.97
2018-01-22,7,21.8,20.8,23.2,24.6,26.7,2.8000000000000007,5.899999999999999,83.0,90.67,96.0,13.3,1008.27,15.33,1.63
2018-01-23,4,24.6,22.2,25.73,27.8,28.0,3.1999999999999993,5.800000000000001,70.0,82.33,89.0,4.1,1007.0,26.0,1.93
2018-01-24,3,24.4,21.2,27.73,32.6,33.2,8.200000000000003,12.000000000000004,59.0,72.33,86.0,0.0,1009.0,32.0,1.97
2018-01-25,4,24.4,20.9,25.1,26.4,27.6,2.0,6.700000000000003,62.0,75.67,88.0,24.0,1014.73,13.67,2.53
2018-01-26,7,22.0,17.9,24.0,26.2,27.2,4.199999999999999,9.3,60.0,69.33,77.0,0.0,1016.73,14.0,2.87
2018-01-27,7,21.7,18.9,25.87,30.9,31.3,9.2,12.400000000000002,50.0,61.0,70.0,0.0,1013.17,11.0,2.47
2018-01-28,4,24.4,22.7,26.67,29.4,30.6,5.0,7.900000000000002,64.0,69.67,77.0,0.2,1009.1,17.0,1.97
2018-01-29,3,23.4,21.6,25.27,27.2,28.0,3.8000000000000007,6.399999999999999,48.0,74.0,94.0,13.799999999999999,1010.3,24.33,2.3
2018-01-30,7,22.0,20.2,25.47,29.0,29.3,7.0,9.100000000000001,57.0,69.33,76.0,0.0,1011.33,14.0,2.13
2018-01-31,7,22.8,20.7,26.0,29.3,29.5,6.5,8.8,57.0,70.0,79.0,0.0,1013.37,12.33,3.57
2018-02-01,3,22.9,20.0,25.7,29.8,30.4,6.900000000000002,10.399999999999999,55.0,70.0,78.0,0.0,1013.4,11.0,3.03
2018-02-02,7,23.0,18.1,26.2,31.2,31.4,8.2,13.299999999999997,42.0,63.67,75.0,0.0,1011.43,21.33,2.4
2018-02-03,7,25.1,20.6,26.4,28.9,29.5,3.799999999999997,8.899999999999999,54.0,62.33,68.0,0.0,1012.23,14.0,2.67
2018-02-04,2,21.4,19.1,23.93,28.0,29.4,6.600000000000001,10.299999999999997,53.0,68.67,84.0,0.0,1015.13,11.0,2.4
2018-02-05,3,22.6,19.0,25.63,30.3,30.7,7.699999999999999,11.7,44.0,61.67,76.0,0.0,1013.2,17.0,2.23
2018-02-06,7,23.5,19.8,27.03,31.8,32.2,8.3,12.400000000000002,47.0,61.67,75.0,0.0,1010.2,7.67,1.93
2018-02-07,7,23.6,20.2,26.87,31.4,33.0,7.799999999999997,12.8,51.0,67.0,80.0,0.0,1009.83,21.33,2.33
2018-02-08,6,24.2,20.2,28.27,34.6,34.9,10.400000000000002,14.7,44.0,61.33,74.0,0.0,1009.6,11.0,1.9
2018-02-09,7,25.3,20.2,30.1,36.0,36.5,10.7,16.3,41.0,62.33,87.0,0.0,1007.77,15.33,2.5
2018-02-10,3,25.6,21.4,27.3,30.2,30.2,4.599999999999998,8.8,64.0,73.0,81.0,35.2,1009.47,6.0,1.2
2018-02-11,6,23.3,19.6,24.63,25.4,27.4,2.099999999999998,7.799999999999997,81.0,83.33,86.0,9.5,1012.17,14.0,2.3
2018-02-12,6,19.8,18.5,21.53,25.0,25.2,5.199999999999999,6.699999999999999,57.0,81.0,93.0,2.7,1016.03,15.0,2.43
2018-02-13,7,20.6,13.7,22.6,25.7,26.4,5.099999999999998,12.7,54.0,64.0,71.0,0.0,1020.73,21.33,1.77
2018-02-14,9,21.0,16.7,23.93,27.0,28.0,6.0,11.3,54.0,66.67,75.0,0.0,1021.9,14.0,2.63
2018-02-15,12,21.8,16.9,24.47,27.4,28.6,5.599999999999998,11.700000000000003,52.0,58.33,71.0,0.0,1022.1,9.0,2.73
2018-02-16,4,22.2,18.5,25.67,30.4,30.6,8.2,12.100000000000001,45.0,60.0,71.0,0.0,1020.97,12.33,2.93
2018-02-17,4,22.8,19.2,26.0,30.6,31.5,7.800000000000001,12.3,48.0,63.0,76.0,0.0,1017.27,13.67,2.13
2018-02-18,7,23.2,20.0,27.27,33.4,33.4,10.2,13.399999999999999,37.0,58.33,75.0,0.0,1011.87,27.0,2.13
2018-02-19,8,25.4,21.2,26.67,28.4,29.0,3.0,7.800000000000001,63.0,65.33,67.0,0.0,1007.23,28.67,1.8
2018-02-20,4,23.6,22.0,23.6,23.6,26.1,0.0,4.100000000000001,86.0,89.0,91.0,14.0,1003.57,24.0,2.23
2018-02-21,9,21.6,20.2,24.2,28.8,29.2,7.199999999999999,9.0,60.0,82.0,93.0,16.3,1006.77,27.33,2.0
2018-02-22,7,20.4,17.8,22.63,27.0,27.8,6.600000000000001,10.0,54.0,72.67,89.0,15.0,1011.33,19.67,1.33
2018-02-23,4,22.4,18.3,24.4,28.4,28.8,6.0,10.5,55.0,74.33,85.0,0.0,1015.3,24.33,2.13
2018-02-24,6,22.8,20.0,24.87,27.8,29.8,5.0,9.8,65.0,74.33,81.0,0.0,1016.9,12.33,2.73
2018-02-25,2,22.4,19.4,25.13,28.4,29.8,6.0,10.400000000000002,66.0,76.67,88.0,0.0,1016.33,21.33,1.97
2018-02-26,6,24.4,19.6,26.27,29.6,29.8,5.200000000000003,10.2,57.0,70.33,77.0,0.0,1014.57,19.67,2.37
2018-02-27,9,23.2,21.2,25.83,30.2,30.5,7.0,9.3,62.0,77.33,89.0,0.0,1012.17,12.33,2.07
2018-02-28,5,21.6,20.2,24.33,27.8,29.4,6.199999999999999,9.2,71.0,84.33,95.0,26.4,1011.93,15.33,1.9
2018-12-01,7,22.6,19.2,23.2,24.0,27.6,1.3999999999999986,8.400000000000002,85.0,88.33,90.0,8.1,1007.07,10.67,0.7
2018-12-02,9,18.0,15.9,20.83,23.0,23.4,5.0,7.499999999999998,53.0,70.0,84.0,4.199999999999999,1013.63,19.67,2.83
2018-12-03,5,17.6,13.0,20.07,23.9,24.3,6.299999999999997,11.3,41.0,57.67,69.0,0.0,1014.1,15.0,2.13
2018-12-04,9,20.4,13.8,22.93,28.0,28.0,7.600000000000001,14.2,29.0,46.33,55.0,0.0,1007.27,21.33,1.97
2018-12-05,3,21.1,17.6,23.23,26.4,27.0,5.299999999999997,9.399999999999999,53.0,56.67,59.0,0.0,1009.6,21.33,2.43
2018-12-06,2,20.0,16.2,21.77,24.4,24.8,4.399999999999999,8.600000000000001,59.0,66.67,71.0,0.0,1016.4,16.67,2.73
2018-12-07,3,19.0,14.9,20.73,22.5,22.8,3.5,7.9,40.0,57.0,70.0,0.0,1020.4,18.33,3.27
2018-12-08,5,17.7,11.8,20.7,25.6,26.0,7.900000000000002,14.2,40.0,55.33,65.0,0.0,1021.8,9.33,1.93
2018-12-09,8,19.0,14.8,23.6,31.0,31.0,12.0,16.2,37.0,50.33,58.0,0.0,1018.1,15.33,1.77
2018-12-10,5,23.6,19.0,27.53,33.1,33.9,9.5,14.899999999999999,38.0,54.0,69.0,0.0,1015.77,19.67,1.3
2018-12-11,7,28.1,21.5,31.5,37.4,37.9,9.299999999999997,16.4,32.0,46.67,55.0,0.0,1014.2,12.33,1.87
2018-12-12,10,24.9,23.5,28.03,29.6,30.4,4.700000000000003,6.899999999999999,55.0,65.0,80.0,0.1,1012.93,24.33,1.9
2018-12-13,7,26.7,21.6,27.8,29.7,31.7,3.0,10.099999999999998,65.0,70.33,74.0,0.0,1013.4,13.67,3.13
2018-12-14,7,23.7,22.5,29.57,35.6,36.4,11.900000000000002,13.899999999999999,49.0,65.67,86.0,0.1,1009.5,24.33,2.57
2018-12-15,10,23.8,22.1,25.5,27.3,30.0,3.5,7.899999999999999,69.0,79.67,87.0,10.200000000000001,1016.63,25.67,1.63
2018-12-16,4,23.2,21.7,27.37,32.5,33.3,9.3,11.599999999999998,56.0,72.67,87.0,0.6,1016.2,18.33,1.5
2018-12-17,7,28.3,23.2,31.93,36.6,37.0,8.3,13.8,50.0,63.0,77.0,0.0,1010.33,26.0,2.53
2018-12-18,7,24.0,21.6,24.37,24.6,27.6,0.6000000000000014,6.0,80.0,84.0,91.0,17.5,1015.33,9.33,1.0
2018-12-19,6,21.8,21.0,25.5,29.0,30.0,7.199999999999999,9.0,71.0,81.0,95.0,1.5,1013.73,9.33,1.87
2018-12-20,4,23.2,22.0,24.9,28.3,29.4,5.100000000000001,7.399999999999999,66.0,83.33,95.0,12.1,1010.53,22.67,0.9
2018-12-21,6,22.2,21.1,23.5,24.4,26.9,2.1999999999999993,5.799999999999997,82.0,85.33,91.0,7.2,1007.27,22.67,1.83
2018-12-22,4,25.2,21.5,26.97,30.4,31.3,5.199999999999999,9.8,52.0,70.0,80.0,0.0,1008.7,19.67,1.6
2018-12-23,1,24.9,20.6,27.2,29.6,30.4,4.700000000000003,9.799999999999997,56.0,66.67,79.0,0.0,1012.6,16.67,2.2
2018-12-24,3,23.0,19.0,25.67,28.8,29.3,5.800000000000001,10.3,56.0,65.67,72.0,0.0,1015.63,15.33,2.87
2018-12-25,6,22.2,19.3,25.93,29.4,30.3,7.199999999999999,11.0,57.0,67.33,79.0,0.0,1014.2,14.0,2.37
2018-12-26,6,23.3,21.4,26.7,30.6,31.7,7.300000000000001,10.3,55.0,64.67,73.0,0.0,1012.37,9.33,2.83
2018-12-27,5,23.8,20.5,28.1,33.7,33.8,9.900000000000002,13.299999999999997,53.0,65.0,77.0,0.0,1010.37,13.67,1.83
2018-12-28,5,25.2,21.2,29.6,35.6,36.1,10.400000000000002,14.900000000000002,36.0,59.33,78.0,0.0,1008.77,21.0,2.73
2018-12-29,3,27.6,21.1,30.13,34.6,35.1,7.0,14.0,49.0,60.33,68.0,0.0,1008.93,7.67,1.17
2018-12-30,6,25.6,22.4,30.6,36.6,37.2,11.0,14.800000000000004,48.0,63.67,81.0,0.0,1008.33,17.0,1.07
2018-12-31,7,25.9,24.3,29.0,31.3,31.9,5.400000000000002,7.599999999999998,62.0,68.33,81.0,0.0,1010.57,10.67,1.77
2019-01-01,3,26.6,23.8,30.47,35.8,36.6,9.199999999999996,12.8,45.0,66.33,82.0,0.0,1012.03,7.67,1.87
2019-01-02,3,27.0,24.4,31.47,38.0,38.5,11.0,14.100000000000001,45.0,61.33,75.0,0.0,1009.13,17.0,1.73
2019-01-03,8,25.8,21.2,29.2,34.2,34.2,8.400000000000002,13.000000000000004,61.0,75.33,86.0,6.8,1007.27,6.0,1.0
2019-01-04,13,21.4,19.8,22.47,24.0,26.5,2.6000000000000014,6.699999999999999,77.0,86.33,92.0,7.4,1012.7,9.33,0.93
2019-01-05,4,21.6,20.1,24.3,28.4,28.4,6.799999999999997,8.299999999999997,62.0,72.33,82.0,0.0,1014.87,14.0,3.73
2019-01-06,13,23.0,21.4,28.67,35.2,35.3,12.200000000000003,13.899999999999999,47.0,63.33,78.0,0.0,1010.63,18.33,1.57
2019-01-07,6,26.0,24.4,28.0,31.2,34.6,5.199999999999999,10.200000000000003,59.0,73.33,82.0,3.8000000000000003,1005.03,22.67,2.27
2019-01-08,10,26.0,22.4,28.53,32.2,32.5,6.200000000000003,10.100000000000001,52.0,65.0,74.0,0.1,1011.37,10.33,1.77
2019-01-09,6,26.0,24.4,27.1,28.3,28.9,2.3000000000000007,4.5,66.0,71.33,74.0,0.2,1011.67,15.33,1.53
2019-01-10,5,26.6,24.0,27.4,28.2,30.2,1.5999999999999979,6.199999999999999,72.0,74.33,77.0,0.2,1009.7,0.0,0.0
2019-01-11,4,24.0,23.0,25.73,27.4,27.4,3.3999999999999986,4.399999999999999,74.0,78.0,85.0,0.1,1015.43,16.67,1.3
2019-01-12,4,23.2,22.0,24.57,26.5,26.5,3.3000000000000007,4.5,74.0,77.67,81.0,0.0,1017.23,9.33,1.87
2019-01-13,5,23.6,22.4,28.67,35.0,35.5,11.399999999999999,13.100000000000001,46.0,70.67,92.0,0.2,1013.57,9.33,0.8
2019-01-14,9,27.5,23.2,29.37,32.6,32.7,5.100000000000001,9.500000000000004,59.0,67.33,73.0,0.3,1012.63,12.33,1.8
2019-01-15,5,25.4,24.0,29.23,34.7,34.7,9.300000000000004,10.700000000000003,54.0,73.0,89.0,2.6,1011.17,21.33,1.17
2019-01-16,3,27.4,23.3,29.2,30.6,31.9,3.200000000000003,8.599999999999998,68.0,73.33,79.0,33.8,1008.8,19.67,2.17
2019-01-17,8,25.1,22.4,26.63,28.0,28.0,2.8999999999999986,5.600000000000001,80.0,84.0,92.0,14.4,1013.2,18.0,2.47
2019-01-18,6,22.6,21.6,24.83,27.3,28.8,4.699999999999999,7.199999999999999,84.0,87.0,93.0,7.4,1014.1,7.67,1.03
2019-01-19,4,20.4,19.8,22.47,24.8,24.8,4.400000000000002,5.0,84.0,90.33,94.0,12.8,1013.87,15.33,2.33
2019-01-20,7,20.0,19.2,23.7,27.5,28.6,7.5,9.400000000000002,63.0,80.0,96.0,5.0,1016.7,14.0,2.73
2019-01-21,2,22.5,21.2,24.7,27.8,29.8,5.300000000000001,8.600000000000001,73.0,80.33,85.0,0.0,1014.23,9.33,1.57
2019-01-22,4,24.0,20.5,27.67,32.7,34.0,8.700000000000003,13.5,57.0,71.67,85.0,0.0,1014.67,21.33,0.9
2019-01-23,6,26.3,22.2,30.0,34.8,34.9,8.499999999999996,12.7,49.0,66.33,80.0,0.0,1013.63,23.0,2.0
2019-01-24,5,28.0,24.8,28.73,30.0,31.6,2.0,6.800000000000001,71.0,74.33,80.0,4.6,1014.9,14.0,3.1
2019-01-25,12,25.2,22.4,28.03,31.5,31.7,6.300000000000001,9.3,48.0,68.33,89.0,1.4,1016.1,12.33,3.13
2019-01-26,7,25.9,23.4,30.13,35.6,35.7,9.700000000000003,12.300000000000004,51.0,65.33,81.0,0.0,1013.97,13.67,1.2
2019-01-27,8,27.1,22.5,30.2,34.8,35.3,7.699999999999996,12.799999999999997,49.0,63.67,78.0,0.0,1013.6,15.33,1.83
2019-01-28,10,28.8,24.6,31.53,36.0,36.1,7.199999999999999,11.5,47.0,57.67,67.0,0.0,1013.2,24.33,2.2
2019-01-29,7,30.4,26.3,32.83,36.8,37.3,6.399999999999999,10.999999999999996,44.0,57.33,65.0,0.0,1013.9,24.33,1.53
2019-01-30,8,29.1,26.5,32.37,37.2,38.4,8.100000000000001,11.899999999999999,42.0,58.67,73.0,0.0,1011.17,10.67,1.67
2019-01-31,8,30.1,24.0,33.3,36.6,36.7,6.5,12.700000000000003,50.0,56.67,67.0,0.0,1010.67,19.67,0.77
2019-02-01,9,24.2,23.5,27.67,29.4,36.0,5.199999999999999,12.5,68.0,76.33,93.0,15.9,1012.53,6.0,1.27
2019-02-02,4,24.2,22.0,26.93,31.0,31.0,6.800000000000001,9.0,67.0,81.33,92.0,3.2,1013.6,16.67,1.23
2019-02-03,5,22.0,19.7,23.17,24.5,25.6,2.5,5.900000000000002,62.0,78.67,93.0,20.3,1019.03,15.33,2.67
2019-02-04,3,21.8,17.3,23.87,25.4,26.6,3.599999999999998,9.3,59.0,66.33,73.0,0.0,1020.27,14.0,2.43
2019-02-05,4,21.8,17.3,24.67,27.8,28.6,6.0,11.3,52.0,60.33,69.0,0.0,1019.03,14.0,2.9
2019-02-06,9,22.7,18.0,25.63,30.2,30.2,7.5,12.2,56.0,66.33,72.0,0.0,1015.77,9.33,1.67
2019-02-07,8,23.2,19.6,26.73,32.0,32.4,8.8,12.799999999999997,50.0,65.33,76.0,0.0,1011.83,9.33,1.2
2019-02-08,3,25.4,19.5,28.6,34.2,34.5,8.800000000000004,15.0,37.0,60.67,75.0,0.0,1010.8,26.0,1.63
2019-02-09,6,27.1,22.0,30.3,35.7,37.3,8.600000000000001,15.299999999999997,45.0,58.33,66.0,0.0,1009.53,22.67,1.43
2019-02-10,7,25.0,24.0,28.07,29.8,29.8,4.800000000000001,5.800000000000001,56.0,71.67,90.0,1.6,1007.5,22.67,1.0
2019-02-11,3,24.4,22.8,29.2,34.4,34.7,10.0,11.900000000000002,53.0,70.33,90.0,2.8,1006.4,21.33,1.73
2019-02-12,7,23.4,20.6,23.43,23.5,25.3,0.10000000000000142,4.699999999999999,80.0,84.0,91.0,15.5,1014.7,23.0,1.53
2019-02-13,6,20.4,16.9,22.67,26.8,27.0,6.400000000000002,10.100000000000001,53.0,66.0,80.0,0.7,1019.53,13.67,2.87
2019-02-14,5,21.8,19.2,25.47,30.4,31.0,8.599999999999998,11.8,45.0,58.67,67.0,0.0,1015.43,7.67,1.43
2019-02-15,2,21.6,20.4,23.63,25.4,25.4,3.799999999999997,5.0,73.0,80.67,93.0,6.6,1011.33,9.0,1.0
2019-02-16,11,23.2,20.5,25.0,27.0,28.6,3.8000000000000007,8.100000000000001,67.0,76.33,83.0,3.8,1012.6,14.0,2.03
2019-02-17,2,23.0,20.4,25.73,29.0,29.4,6.0,9.0,54.0,68.0,83.0,0.0,1014.47,12.33,2.63
2019-02-18,8,23.8,22.3,27.1,31.4,31.7,7.599999999999998,9.399999999999999,52.0,68.33,79.0,0.0,1012.3,10.67,3.0
2019-02-19,4,24.4,21.4,26.87,31.6,32.3,7.200000000000003,10.899999999999999,55.0,73.0,82.0,0.0,1008.57,24.33,1.7
2019-02-20,10,26.4,22.8,29.07,33.6,33.8,7.200000000000003,10.999999999999996,47.0,64.33,74.0,0.0,1009.67,6.0,0.17
2019-02-21,7,26.6,20.1,29.47,34.8,35.2,8.199999999999996,15.100000000000001,41.0,61.0,71.0,0.0,1013.27,18.33,1.5
2019-02-22,3,25.4,20.6,28.47,33.6,34.3,8.200000000000003,13.699999999999996,46.0,62.0,78.0,0.0,1013.27,25.67,2.37
2019-02-23,2,27.8,22.2,30.5,35.9,35.9,8.099999999999998,13.7,39.0,59.0,71.0,0.0,1009.53,13.67,1.8
2019-02-24,4,27.5,22.2,28.8,30.4,32.0,2.8999999999999986,9.8,61.0,69.67,81.0,11.8,1003.33,12.0,0.4
2019-02-25,5,21.4,19.2,22.27,24.0,24.0,2.6000000000000014,4.800000000000001,89.0,91.0,93.0,25.799999999999997,1009.2,13.0,1.27
2019-02-26,6,19.6,18.7,21.53,24.2,24.9,4.599999999999998,6.199999999999999,69.0,82.67,97.0,3.1,1013.83,0.0,0.0
2019-02-27,11,21.0,18.2,22.77,24.2,24.7,3.1999999999999993,6.5,64.0,65.0,66.0,0.0,1015.6,14.0,3.17
2019-02-28,7,20.0,16.9,23.07,28.2,29.2,8.2,12.3,51.0,69.67,82.0,0.0,1015.37,13.67,1.77
2019-12-01,6,24.1,19.7,25.8,27.9,28.3,3.799999999999997,8.600000000000001,46.0,58.0,67.0,0.0,1013.3,18.0,3.43
2019-12-02,5,19.8,15.1,22.07,25.5,25.5,5.699999999999999,10.4,42.0,54.67,68.0,0.0,1017.47,20.0,1.87
2019-12-03,10,18.2,12.9,23.13,28.2,28.5,10.0,15.6,34.0,47.33,68.0,0.0,1013.6,9.33,2.23
2019-12-04,4,20.0,19.6,26.53,33.2,33.2,13.200000000000003,13.600000000000001,48.0,59.67,71.0,0.0,1008.67,15.33,2.2
2019-12-06,4,20.0,14.6,23.53,28.4,29.1,8.399999999999999,14.500000000000002,39.0,58.67,72.0,0.0,1010.83,26.0,2.13
2019-12-07,6,23.0,15.9,25.43,28.8,29.5,5.800000000000001,13.6,38.0,49.67,59.0,0.0,1012.73,24.33,0.97
2019-12-08,3,20.8,16.8,25.83,32.1,32.3,11.3,15.499999999999996,38.0,56.67,74.0,0.0,1013.07,12.33,2.4
2019-12-09,7,22.3,19.8,27.5,33.8,34.2,11.499999999999996,14.400000000000002,37.0,58.67,74.0,0.0,1011.43,23.0,2.2
2019-12-10,6,25.8,17.9,29.27,34.8,35.1,8.999999999999996,17.200000000000003,34.0,51.0,65.0,0.0,1011.27,18.0,1.9
2019-12-11,8,25.4,18.7,29.53,35.4,35.4,10.0,16.7,40.0,51.33,58.0,0.0,1008.8,22.67,2.13
2019-12-12,6,26.0,22.2,29.2,32.4,33.0,6.399999999999999,10.8,51.0,60.67,72.0,0.0,1004.87,24.33,2.8
2019-12-13,9,20.4,19.0,24.93,28.2,28.2,7.800000000000001,9.2,49.0,56.33,63.0,0.0,1013.63,19.67,2.3
2019-12-14,5,19.0,15.9,24.53,30.3,32.3,11.3,16.4,50.0,57.0,61.0,0.0,1016.03,14.0,3.03
